iter	Logloss
0	0.4756648773
1	0.4057464606
2	0.3560498274
3	0.3292488999
4	0.3115500352
5	0.2940391052
6	0.2777542572
7	0.2648688716
8	0.2536866066
9	0.2429996083
10	0.2311675842
11	0.2239430764
12	0.2118942309
13	0.2021163237
14	0.1963927256
15	0.1853172595
16	0.1747045884
17	0.1676770714
18	0.1619919917
19	0.1553925038
20	0.1491444055
21	0.1397552223
22	0.1292057333
23	0.1239987784
24	0.1184179109
25	0.1119451729
26	0.1077562145
27	0.1017072368
28	0.09947675536
29	0.09606296986
30	0.09340584081
31	0.09009839235
32	0.08779234512
33	0.08498775361
34	0.08234168819
35	0.07897162314
36	0.07522121111
37	0.07292661764
38	0.07009458936
39	0.06693225953
40	0.06398878345
41	0.06134505559
42	0.05796058523
43	0.05521323687
44	0.05208307517
45	0.04968562434
46	0.04843893904
47	0.04663337267
48	0.04548011232
49	0.04432408323
50	0.04372848325
51	0.04203788747
52	0.04078663733
53	0.03951464293
54	0.03844824034
55	0.03743620342
56	0.03664457963
57	0.03469362332
58	0.03337774186
59	0.03252139357
60	0.03124719234
61	0.02989546189
62	0.02933287125
63	0.02888507453
64	0.02768158718
65	0.0268021959
66	0.02612331971
67	0.02567126471
68	0.02501593448
69	0.02453705965
70	0.02391872749
71	0.02353486757
72	0.02280179245
73	0.02253139152
74	0.02195939304
75	0.02141800787
76	0.02102872781
77	0.02043078292
78	0.01968905955
79	0.0189430628
80	0.01854742432
81	0.01803910684
82	0.01754215409
83	0.01713708714
84	0.01673550904
85	0.01647386775
86	0.01623557519
87	0.01569479318
88	0.01538730232
89	0.01499136083
90	0.01462052521
91	0.01425158048
92	0.01402511259
93	0.01382002738
94	0.0135788587
95	0.01324835603
96	0.01300713288
97	0.01269390566
98	0.01241327279
99	0.01194265292
100	0.01170304251
101	0.01145113537
102	0.01130182356
103	0.01106940663
104	0.01077941651
105	0.01067132339
106	0.01050629138
107	0.01023916652
108	0.01011153348
109	0.009928546689
110	0.009795891101
111	0.009572076771
112	0.009465496522
113	0.009325955074
114	0.00916819348
115	0.00902161546
116	0.008870087689
117	0.008781925931
118	0.008621990338
119	0.008495421718
120	0.008390914096
121	0.008306912918
122	0.008306709699
123	0.008198638968
124	0.007998446697
125	0.007903097101
126	0.007779687859
127	0.007641714049
128	0.007602644008
129	0.007533704701
130	0.00744903766
131	0.007340065646
132	0.007258246673
133	0.007106181272
134	0.007001794456
135	0.006844117703
136	0.006724222279
137	0.006618792693
138	0.006526734516
139	0.006442601992
140	0.006442539557
141	0.006373509242
142	0.006286262767
143	0.006209321811
144	0.006128539187
145	0.006128404253
146	0.006043876502
147	0.005967982118
148	0.005898938722
149	0.005803961971
150	0.005746580661
151	0.005746443831
152	0.00574626781
153	0.00574625213
154	0.005680872631
155	0.005578426633
156	0.005495166444
157	0.005394141803
158	0.005323412321
159	0.005229391616
160	0.005160671176
161	0.005160616518
162	0.005160431802
163	0.005160359608
164	0.005160304954
165	0.005160216732
166	0.005160158089
167	0.005160074678
168	0.005160002082
169	0.005159950499
170	0.005103345588
171	0.005103141906
172	0.005102968352
173	0.005102829228
174	0.005042653839
175	0.004992803774
176	0.0049926847
177	0.004924292012
178	0.004922405238
179	0.004922359734
180	0.004922243019
181	0.004922100142
182	0.004921906762
183	0.004921714119
184	0.004921700155
185	0.004921430136
186	0.004921381658
187	0.004921335159
188	0.0049212376
189	0.004869687224
190	0.004869677377
191	0.004869605493
192	0.004869534192
193	0.004869511611
194	0.004869449383
195	0.004826962486
196	0.004762155985
197	0.00476213631
198	0.004762022269
199	0.004762022269
200	0.004762022269
201	0.004762009634
202	0.004761970823
203	0.004761938503
204	0.004761938503
205	0.004761911469
206	0.00476188525
207	0.004761699545
208	0.004761621104
209	0.004761568411
210	0.00476147547
211	0.004761453491
212	0.00476142851
213	0.004761345854
214	0.004761193739
215	0.004761043035
216	0.004760886303
217	0.004760886303
218	0.004760823651
219	0.004760686145
220	0.004760666832
221	0.004734343346
222	0.004671217981
223	0.004671217981
224	0.004671193504
225	0.004671122522
226	0.004670998276
227	0.004670998276
228	0.004670963819
229	0.004670820308
230	0.004670583093
231	0.004670480942
232	0.004616793035
233	0.004616778522
234	0.004616778522
235	0.004616734759
236	0.004616706848
237	0.004616691826
238	0.004616494278
239	0.004616465574
240	0.004616290552
241	0.004616290552
242	0.004561657555
243	0.004560260939
244	0.004560234536
245	0.004560058473
246	0.004559968843
247	0.004559940691
248	0.004559868232
249	0.004559813157
250	0.004513067399
251	0.004513067399
252	0.004512832254
253	0.004512674489
254	0.004512615563
255	0.004512594377
256	0.004512481848
257	0.004512419856
258	0.004512402229
259	0.004512299127
260	0.004512269702
261	0.004512268078
262	0.004512167764
263	0.004512138822
264	0.004512047967
265	0.004511846385
266	0.004511719177
267	0.004511632165
268	0.004511632165
269	0.004511623287
270	0.004447493019
271	0.004447476966
272	0.00439175026
273	0.004391734208
274	0.004391687814
275	0.004391627881
276	0.004391604474
277	0.004391546572
278	0.004391532519
279	0.004391470005
280	0.004391461586
281	0.004391440353
282	0.004391434269
283	0.004391365436
284	0.004391093177
285	0.004391061844
286	0.004391061844
287	0.004391013399
288	0.004390955444
289	0.004390864874
290	0.004390776722
291	0.004390752197
292	0.0043907218
293	0.0043907218
294	0.004390485004
295	0.004390228676
296	0.00435601537
297	0.004355971591
298	0.004355797117
299	0.004355739244
300	0.004355654692
301	0.004355503292
302	0.004355491858
303	0.00430139235
304	0.004301370704
305	0.004301322189
306	0.00430129857
307	0.004301037711
308	0.004301037711
309	0.004301002937
310	0.004300957914
311	0.004300927781
312	0.004300905209
313	0.00430081215
314	0.004206023341
315	0.004205869894
316	0.004205788423
317	0.004205765392
318	0.004205634557
319	0.004205629441
320	0.004205523292
321	0.004205474605
322	0.00420528258
323	0.004205247636
324	0.00420520379
325	0.004205148063
326	0.004205013806
327	0.004204946566
328	0.004204931216
329	0.00420486188
330	0.004204814271
331	0.004204708011
332	0.004204480783
333	0.004204421794
334	0.00420439846
335	0.004204294087
336	0.00420420018
337	0.004204167635
338	0.004204167635
339	0.00420418561
340	0.004204080891
341	0.004204070707
342	0.004204070707
343	0.004204043251
344	0.004203991567
345	0.004203991567
346	0.004203897948
347	0.004203801147
348	0.004203728912
349	0.00420370024
350	0.004203595324
351	0.004203588192
352	0.004203507286
353	0.004203430194
354	0.004203386264
355	0.004203297426
356	0.004203219778
357	0.00420318355
358	0.004203120198
359	0.004203086305
360	0.004145077348
361	0.004145064656
362	0.004145051527
363	0.004145051527
364	0.004144998913
365	0.004144963938
366	0.004144959345
367	0.004144943264
368	0.00414488274
369	0.004144861089
370	0.004144715508
371	0.004144649986
372	0.004144583036
373	0.004144443185
374	0.004144359728
375	0.004144312918
376	0.004144247365
377	0.00414409137
378	0.004144076255
379	0.004118826279
380	0.004118730516
381	0.00411871969
382	0.004118681091
383	0.004118562919
384	0.00411854887
385	0.004118473812
386	0.004118238784
387	0.004118153591
388	0.004118117404
389	0.004118117404
390	0.004118091764
391	0.004118091764
392	0.004118082881
393	0.004118029975
394	0.004065437373
395	0.004065317349
396	0.004065257949
397	0.004065130868
398	0.004065068018
399	0.004064971849
400	0.004064931197
401	0.004064099487
402	0.004064099487
403	0.004064090026
404	0.004064062275
405	0.004010188697
406	0.003946436598
407	0.003946409201
408	0.003946275149
409	0.003946244291
410	0.003946107226
411	0.003945163752
412	0.003945163752
413	0.003945163752
414	0.003945147085
415	0.00394508449
416	0.00394508449
417	0.003884703191
418	0.003884682872
419	0.003884609604
420	0.003884510991
421	0.00388342048
422	0.0038834399
423	0.003883349637
424	0.003883336928
425	0.003883287298
426	0.003883055391
427	0.003883042353
428	0.003882891387
429	0.003882821657
430	0.003882821657
431	0.003882803017
432	0.003882803017
433	0.003882681256
434	0.003882556527
435	0.003882438726
436	0.003882393257
437	0.003882369696
438	0.00388231897
439	0.003881192522
440	0.003881079949
441	0.003881030411
442	0.003880987384
443	0.003880941062
444	0.003880935024
445	0.003880894081
446	0.003880854659
447	0.003880746884
448	0.00388066688
449	0.00388065814
450	0.003880645281
451	0.003880592868
452	0.003880568318
453	0.003880568318
454	0.003880534094
455	0.003880406061
456	0.003880374108
457	0.003880358589
458	0.003880319164
459	0.003880293138
460	0.003880293138
461	0.003880266459
462	0.003880158194
463	0.003880115559
464	0.003880032922
465	0.003880023192
466	0.003879949225
467	0.003879792934
468	0.003879769008
469	0.003879645548
470	0.003879628854
471	0.003879591668
472	0.003879470702
473	0.003879385401
474	0.003879141114
475	0.003879068545
476	0.003879042723
477	0.00387890546
478	0.003827986756
